amount_transferred,mode_of_transaction,date_and_time,account_number,place_of_transaction,label,amount_before_transaction,amount_after_transaction
8302.700419,Branch,22-01-2024 01:37,5478905869,Dharmavaram,legitimate,17966.04592,9663.345496
3002.16253,Branch,10-02-2024 17:31,7684621815,Rajpur Sonarpur,fraud,12128.71802,9126.55549
8085.984025,Online,03-02-2024 10:25,6786777494,Mira-Bhayandar,legitimate,17582.77203,9496.788001
1771.698787,Online,21-02-2024 13:38,4458147257,Bhilwara,legitimate,10046.70752,8275.00873
2500.457986,Branch,16-01-2024 19:30,2369345079,Siwan,fraud,6081.770554,3581.312568
8916.220079,Online,06-03-2024 04:17,7806526444,Sikar,fraud,17984.39666,9068.176579
9469.91948,Mobile,11-01-2024 10:33,1079020931,Berhampore,legitimate,19288.59609,9818.676609
4896.926151,Mobile,28-01-2024 19:50,5121434984,Loni,legitimate,8462.632143,3565.705992
7678.91283,Branch,02-03-2024 18:59,3586507625,Surat,legitimate,10358.41689,2679.504063
4743.5034,Branch,15-01-2024 20:50,9338155035,Khammam,legitimate,10257.9747,5514.471299
7527.631063,Branch,31-01-2024 06:27,453406183,Vijayanagaram,legitimate,9480.43777,1952.806707
7107.567463,Branch,16-03-2024 00:46,4887927625,Hospet,fraud,7530.547254,422.9797919
651.8344505,Mobile,23-01-2024 21:02,2315899065,Malda,legitimate,10115.56304,9463.728594
1736.316452,Online,01-02-2024 00:12,2293064024,Sonipat,legitimate,11001.14871,9264.832261
1063.932249,Online,15-03-2024 04:39,4963791911,Medininagar,legitimate,2774.205401,1710.273152
1946.533253,Online,07-01-2024 10:32,2675173429,Guna,fraud,6083.161698,4136.628445
7248.502288,Branch,05-01-2024 11:11,1862213252,Jamnagar,fraud,15575.76179,8327.259501
8605.206401,Online,03-02-2024 20:23,2790861667,Salem,legitimate,15249.10936,6643.902958
5014.025847,Mobile,02-02-2024 21:48,9900307670,Ballia,fraud,9022.422188,4008.396341
8192.337688,Online,04-02-2024 22:09,1223022860,Jodhpur,legitimate,15659.63056,7467.292872
577.0415227,Mobile,02-02-2024 12:21,4053096783,Ichalkaranji,legitimate,9557.810666,8980.769143
9572.318173,Mobile,06-02-2024 21:36,2615059139,Motihari,legitimate,18841.28565,9268.967472
4209.941975,Branch,16-02-2024 02:34,6780983605,Jammu,legitimate,8060.553133,3850.611158
1610.136525,Online,02-01-2024 07:39,2616724065,Agartala,fraud,3428.387258,1818.250733
1955.378247,Branch,16-02-2024 18:21,3328982709,Singrauli,fraud,11092.48294,9137.104696
3297.269082,Online,09-02-2024 14:23,7418023273,Bhatpara,fraud,4313.567996,1016.298914
8387.484316,Branch,24-01-2024 07:27,6740480026,Bharatpur,legitimate,15632.19939,7244.715073
7501.332864,Branch,24-02-2024 10:52,3696057295,Bidhannagar,fraud,8992.256281,1490.923417
3257.85874,Branch,12-01-2024 09:06,1212254561,Madurai,fraud,7212.788601,3954.929861
2922.44217,Mobile,03-03-2024 01:27,222681214,Bhilai,fraud,7096.844061,4174.401891
4091.756786,Online,25-02-2024 10:57,8167282609,Bhagalpur,legitimate,5763.460145,1671.70336
9029.207948,Online,19-02-2024 17:27,3167548395,Mehsana,legitimate,18263.75414,9234.546197
7377.203334,Mobile,10-02-2024 14:40,5836544938,Dibrugarh,fraud,7503.618197,126.4148633
3516.329081,Branch,21-02-2024 05:11,1420215797,Eluru,legitimate,12465.03366,8948.704578
4333.253204,Branch,01-03-2024 11:48,3391886571,Jaipur,legitimate,13183.16351,8849.910302
5540.335935,Mobile,07-01-2024 00:14,8581254883,Aurangabad,fraud,8778.276107,3237.940172
9302.338528,Branch,21-01-2024 19:56,756579459,Mumbai,fraud,16374.7528,7072.414272
1700.776077,Branch,13-02-2024 04:56,9289145055,Ambattur,legitimate,4303.584299,2602.808222
7632.428176,Online,03-01-2024 16:49,223726143,Kirari Suleman Nagar,legitimate,15244.28644,7611.858266
3560.113084,Online,21-01-2024 17:23,6191192142,Mysore,fraud,9215.198527,5655.085444
1123.997737,Online,14-03-2024 17:01,5036258146,Mumbai,legitimate,4196.229734,3072.231997
3523.480374,Online,16-02-2024 12:39,7294908477,Arrah,legitimate,7585.804435,4062.324061
804.4412209,Branch,10-02-2024 15:29,741346915,Thane,legitimate,7734.33967,6929.898449
3866.158074,Online,10-02-2024 10:49,6464282177,Malda,fraud,12936.52283,9070.364751
7708.955176,Mobile,10-01-2024 15:29,7500659797,Bhilai,legitimate,9103.14769,1394.192514
7204.21788,Online,26-02-2024 23:16,157054546,Bahraich,fraud,12960.72118,5756.5033
6033.661278,Mobile,23-02-2024 17:59,8585289012,Naihati,legitimate,8645.580353,2611.919075
4453.430816,Online,07-02-2024 07:12,9797568187,Jaipur,legitimate,12487.01609,8033.585274
8136.520902,Online,18-02-2024 00:01,1862723934,Machilipatnam,fraud,8931.87023,795.3493281
6910.068651,Mobile,03-02-2024 22:59,4013985207,Pudukkottai,fraud,13830.73097,6920.662323
1455.167738,Mobile,10-02-2024 20:22,6972440136,Ranchi,fraud,3287.133273,1831.965536
3497.356796,Mobile,11-02-2024 02:28,242789448,Muzaffarnagar,legitimate,9501.572439,6004.215642
862.0195269,Branch,10-01-2024 19:38,647206499,Berhampur,legitimate,9235.37614,8373.356613
1099.683257,Mobile,06-01-2024 13:13,9428845433,Jamalpur,legitimate,8674.981813,7575.298555
3312.666822,Branch,10-02-2024 06:25,728976185,Kulti,legitimate,10866.80141,7554.134588
9483.01901,Branch,10-01-2024 09:19,9234839886,Berhampore,legitimate,14709.6876,5226.668591
9811.775044,Branch,10-02-2024 22:08,9966694429,Tadepalligudem,legitimate,18730.1564,8918.381359
4344.150008,Branch,08-02-2024 00:50,8892456392,Sikar,legitimate,10266.39147,5922.241463
3313.399716,Mobile,20-01-2024 02:02,5254434777,Muzaffarnagar,fraud,12496.8276,9183.427889
3003.755247,Mobile,06-01-2024 01:52,7610450723,Gopalpur,legitimate,8514.327579,5510.572333
192.3830363,Mobile,15-02-2024 05:33,2931599545,Dhanbad,fraud,5301.44211,5109.059074
3726.982249,Online,17-02-2024 20:19,9508637094,Gandhinagar,fraud,6028.277139,2301.29489
9344.119288,Online,09-02-2024 00:59,1376142022,Jaipur,legitimate,14837.50716,5493.387875
4067.554303,Mobile,12-02-2024 13:21,5946323742,Bettiah,fraud,5559.344132,1491.789829
8166.768626,Online,01-01-2024 07:02,8125814032,Kalyan-Dombivli,fraud,16876.70162,8709.932992
9922.364347,Online,29-01-2024 10:59,641129762,Raichur,fraud,16713.69404,6791.329698
9478.105062,Online,01-02-2024 01:56,2532352190,Panipat,fraud,19415.096,9936.99094
9744.524994,Online,09-03-2024 19:13,7881194892,Bhavnagar,legitimate,10756.28953,1011.764535
3893.832123,Mobile,10-03-2024 03:13,8448819706,Pudukkottai,legitimate,6376.492346,2482.660223
4657.546885,Online,22-02-2024 23:54,6912679022,Ludhiana,fraud,13441.41707,8783.870182
5709.392063,Branch,02-02-2024 05:58,5929683678,Davanagere,legitimate,9722.407651,4013.015588
9972.105304,Mobile,05-03-2024 08:47,6761062872,Bhimavaram,legitimate,14688.5049,4716.399601
1044.452845,Mobile,02-01-2024 11:56,6223473958,Mehsana,legitimate,9664.906531,8620.453685
5949.24928,Online,06-01-2024 03:02,1517588790,Agra,fraud,11215.29921,5266.049927
9912.569399,Branch,20-02-2024 17:49,1221938014,Malda,fraud,11927.98031,2015.410909
3146.931962,Mobile,17-01-2024 01:26,8876036442,Kalyan-Dombivli,legitimate,12078.0301,8931.098143
7567.223236,Branch,01-01-2024 23:22,4602790995,Ujjain,legitimate,7974.733635,407.5103986
4270.355728,Online,12-01-2024 15:12,9220381879,Delhi,fraud,13234.77878,8964.42305
2463.893743,Branch,16-01-2024 03:40,9451854049,Sikar,fraud,3064.043987,600.1502441
8230.37653,Online,27-01-2024 11:34,8815798630,Rewa,legitimate,14922.28524,6691.90871
7357.405831,Online,14-02-2024 11:17,7374326169,Asansol,fraud,8167.031689,809.6258588
1752.835579,Branch,13-02-2024 05:54,7584079619,Delhi,legitimate,8844.34414,7091.508561
504.599301,Branch,10-01-2024 18:02,7531723621,Kottayam,fraud,940.9153822,436.3160812
4127.367529,Mobile,26-02-2024 10:52,1931686193,Shahjahanpur,legitimate,12567.69903,8440.331504
3522.106105,Mobile,08-01-2024 21:12,6301814132,Phusro,fraud,8234.951219,4712.845114
5943.919931,Online,01-02-2024 15:10,5131666992,Alwar,fraud,6969.113666,1025.193735
926.2944414,Branch,22-01-2024 10:41,1415097066,Nangloi Jat,fraud,8023.806947,7097.512506
1450.75355,Online,03-03-2024 08:43,8240309326,Raichur,fraud,6394.72611,4943.972559
7884.815643,Mobile,06-03-2024 22:12,7025980525,Burhanpur,fraud,9875.209346,1990.393703
1853.782916,Branch,21-02-2024 19:30,3117234381,Ranchi,fraud,2108.939417,255.1565015
1375.811688,Online,17-02-2024 14:15,9210555096,New Delhi,fraud,5613.994459,4238.182771
9948.71101,Online,13-01-2024 12:45,1575006099,Tumkur,legitimate,10896.44039,947.7293842
6628.287325,Online,02-03-2024 20:52,8211842251,Nagercoil,legitimate,7660.567337,1032.280013
982.3318779,Online,04-01-2024 18:42,4686400424,Sonipat,fraud,3728.894407,2746.562529
4036.18454,Branch,26-01-2024 12:12,9937532813,Guntur,fraud,10377.72168,6341.537143
3202.144384,Online,13-02-2024 17:00,3648365506,Mehsana,legitimate,8548.259409,5346.115025
9410.989134,Mobile,10-03-2024 19:01,6499326304,Bhagalpur,legitimate,10193.96349,782.9743518
7041.58163,Online,01-03-2024 12:13,9011975070,Jehanabad,legitimate,16729.05126,9687.469631
5459.606767,Mobile,18-01-2024 03:02,288136737,Shimoga,legitimate,14342.57678,8882.970014
2850.742483,Mobile,27-01-2024 10:10,9636281710,Muzaffarnagar,legitimate,5517.074806,2666.332323
2273.58384,Branch,29-02-2024 10:02,4847550544,Kochi,legitimate,3584.735742,1311.151902
2955.213834,Mobile,10-02-2024 05:50,5572692561,Rewa,legitimate,12385.0022,9429.788361
893.1369792,Online,07-01-2024 04:27,3175124829,Ambattur,fraud,5558.44058,4665.303601
2943.489971,Mobile,03-02-2024 08:17,7180325409,Mango,legitimate,6124.042922,3180.552951
347.219455,Mobile,19-01-2024 22:25,4609678325,Latur,legitimate,5301.764003,4954.544548
3036.463573,Online,20-01-2024 18:24,2984767755,Ludhiana,legitimate,10786.6306,7750.167031
8785.659598,Branch,29-01-2024 04:13,7424407900,Begusarai,fraud,10552.67405,1767.014453
2182.153707,Branch,14-01-2024 05:54,7838006631,Panchkula,legitimate,9880.362459,7698.208752
5105.778119,Online,01-02-2024 05:43,8868277658,Indore,legitimate,12625.30132,7519.523201
2813.308734,Branch,23-02-2024 14:21,2935756060,Ludhiana,legitimate,8252.855962,5439.547228
6188.628384,Online,16-02-2024 10:28,5682143700,Rajpur Sonarpur,fraud,14860.46704,8671.838659
4102.755804,Branch,02-01-2024 22:13,3388168182,South Dumdum,fraud,5510.975248,1408.219444
6471.419182,Branch,08-03-2024 23:34,2174234922,Mirzapur,fraud,12466.66135,5995.242166
3439.720913,Online,05-02-2024 22:39,8742829487,Gangtok,legitimate,7988.217133,4548.49622
3668.225589,Branch,19-02-2024 08:18,4083078370,Saharanpur,legitimate,7948.917506,4280.691917
1401.742287,Online,02-01-2024 18:09,1868650663,Mathura,legitimate,4002.096893,2600.354606
8262.268024,Online,09-01-2024 13:31,8696638142,Shahjahanpur,legitimate,12047.83663,3785.568602
5360.410853,Mobile,15-03-2024 04:12,9250843430,Barasat,fraud,6531.103337,1170.692485
403.4597718,Mobile,26-01-2024 01:44,8261498031,Sambalpur,fraud,2994.289573,2590.829801
9353.826163,Mobile,04-01-2024 17:30,139031315,Indore,legitimate,12146.28073,2792.454567
4447.435595,Mobile,29-02-2024 21:20,8302665609,Anand,fraud,11682.04748,7234.611888
3621.159893,Online,22-01-2024 23:35,4437279146,Jamalpur,fraud,4201.809122,580.6492294
8526.253048,Mobile,05-03-2024 05:50,7782978752,Rourkela,fraud,15073.0569,6546.803851
2494.7489,Branch,15-01-2024 15:24,9646602806,Nashik,fraud,4786.707007,2291.958107
7999.35018,Branch,03-03-2024 21:18,9805021409,Tirunelveli,fraud,8909.779089,910.4289086
6475.595478,Branch,10-01-2024 18:31,6160018463,Rajahmundry,fraud,9553.576473,3077.980995
3479.054595,Online,20-02-2024 21:53,1642019397,Medininagar,legitimate,5801.336002,2322.281407
8006.692226,Mobile,07-01-2024 11:14,7492940602,Howrah,legitimate,13571.81275,5565.120521
1251.949003,Online,15-02-2024 05:29,9522365557,Bijapur,legitimate,4889.975397,3638.026394
5262.345339,Online,07-02-2024 08:57,6316218821,Orai,legitimate,14925.68339,9663.33805
3442.390197,Mobile,12-03-2024 13:41,5196537181,Rourkela,fraud,13081.53123,9639.141034
9350.887084,Online,09-02-2024 00:12,234798246,Bokaro,legitimate,13843.66825,4492.781164
6772.797199,Mobile,03-03-2024 14:02,8355463230,Sangli-Miraj & Kupwad,legitimate,14744.16306,7971.365861
2268.78121,Mobile,22-02-2024 09:02,4182406692,Barasat,legitimate,2500.139765,231.3585545
1934.176518,Branch,23-02-2024 05:50,4704313256,Satna,legitimate,7457.511207,5523.334689
5193.167145,Mobile,11-01-2024 21:07,155355791,Tirupati,legitimate,12651.82895,7458.661806
2992.23202,Branch,03-01-2024 04:47,6295313905,Aurangabad,fraud,5239.969952,2247.737932
2448.765966,Mobile,05-02-2024 16:17,6431677431,Miryalaguda,fraud,3154.366342,705.6003761
3181.053201,Branch,12-01-2024 13:28,5047700064,Bihar Sharif,legitimate,4824.650667,1643.597465
7668.825167,Online,29-02-2024 00:29,412227476,Pune,legitimate,12143.12123,4474.296063
9902.077576,Online,22-02-2024 19:13,3870133811,Sultan Pur Majra,legitimate,15015.15464,5113.077065
6913.914934,Branch,17-02-2024 00:16,834155708,Parbhani,legitimate,10784.67764,3870.762709
1286.921825,Online,04-03-2024 14:12,1388115042,Bhubaneswar,legitimate,5742.662119,4455.740294
932.9856535,Online,10-03-2024 22:31,3716313770,Sagar,fraud,5688.311754,4755.3261
8743.127155,Online,23-02-2024 10:26,9871897352,Vadodara,legitimate,16460.55011,7717.42295
3793.913922,Branch,27-02-2024 22:52,6101414919,Tadepalligudem,legitimate,4935.808713,1141.894791
1700.12427,Branch,10-03-2024 16:29,5160674138,Rajkot,fraud,9412.733894,7712.609625
7558.444034,Branch,12-02-2024 20:57,7310492836,Nandyal,fraud,14475.85433,6917.410293
4715.197752,Mobile,07-02-2024 18:05,5621703582,South Dumdum,legitimate,12157.63977,7442.442014
976.0757703,Online,09-01-2024 17:36,3577149469,Amravati,fraud,8347.31279,7371.23702
177.6317486,Branch,12-01-2024 13:14,9847485621,Warangal,legitimate,4936.490725,4758.858976
6976.945493,Online,06-01-2024 07:46,5554213199,Rewa,legitimate,9169.80732,2192.861827
830.5859909,Online,20-02-2024 16:12,4606400560,Thiruvananthapuram,fraud,6243.212143,5412.626153
8264.95805,Mobile,29-01-2024 22:50,8074970855,Gangtok,legitimate,17848.98038,9584.022331
5499.775507,Mobile,18-02-2024 11:29,2192391744,Sultan Pur Majra,fraud,11426.17975,5926.404246
5848.387737,Online,04-01-2024 21:56,2006731157,Karawal Nagar,legitimate,6057.754474,209.3667376
337.649944,Online,28-01-2024 06:34,1149266635,Guntur,legitimate,1028.787902,691.1379583
5017.991903,Mobile,29-01-2024 04:35,6622503048,Chandigarh,fraud,14947.3399,9929.347993
4791.820079,Online,11-02-2024 06:51,6281959639,Raipur,legitimate,5604.089036,812.2689565
4558.672269,Mobile,11-01-2024 22:48,5292066327,Chennai,fraud,5114.519353,555.8470844
4679.09369,Online,13-01-2024 06:14,9783839470,Mangalore,fraud,8274.033956,3594.940267
1257.290603,Branch,17-02-2024 07:58,9727106961,Burhanpur,fraud,10953.53092,9696.240312
7287.201109,Online,23-02-2024 01:33,3097964497,Guntur,fraud,10542.08513,3254.884022
9925.89474,Mobile,11-01-2024 15:05,4502178597,Korba,legitimate,14083.74764,4157.852896
8464.265579,Branch,27-02-2024 12:11,555515526,Adoni,fraud,14841.62848,6377.362906
4940.088535,Branch,15-02-2024 16:06,2646928975,Khammam,legitimate,5278.795744,338.7072093
1367.653806,Branch,09-02-2024 06:50,1076743787,Buxar,fraud,10355.51322,8987.859417
1720.193834,Branch,19-01-2024 21:23,6393968707,Morena,fraud,6962.679708,5242.485874
6950.911434,Mobile,07-03-2024 00:14,3731973401,Surat,legitimate,11672.3394,4721.427969
4947.282174,Branch,03-01-2024 19:24,5704601425,Warangal,legitimate,13568.47613,8621.193956
7859.008686,Mobile,18-02-2024 13:58,3596292179,Moradabad,legitimate,17394.46692,9535.458235
8633.943374,Branch,06-02-2024 20:56,9994642717,Rampur,fraud,12925.85317,4291.909793
7777.502438,Online,30-01-2024 11:37,7336667879,Thanjavur,legitimate,9584.669123,1807.166685
6697.215594,Mobile,12-03-2024 22:44,8620836089,Gwalior,legitimate,14872.73737,8175.521773
2719.886767,Mobile,22-01-2024 16:56,7727971186,Vadodara,legitimate,6812.164937,4092.27817
3471.981249,Online,16-01-2024 14:17,7303021747,Muzaffarnagar,legitimate,12833.88209,9361.900841
1074.399472,Mobile,18-01-2024 05:18,2699139508,Haridwar,legitimate,10578.39941,9503.99994
9907.723655,Mobile,09-02-2024 16:48,6696323508,Hapur,legitimate,11144.53107,1236.807414
6339.447473,Mobile,02-02-2024 02:55,6235070725,Gaya,legitimate,15909.33175,9569.884277
6725.268396,Branch,08-02-2024 08:53,9357906596,Siliguri,legitimate,10471.14462,3745.876222
7537.661351,Online,31-01-2024 12:55,3993735746,Jammu,legitimate,14035.56128,6497.899925
9511.010755,Online,12-02-2024 08:05,4243360249,Dhanbad,fraud,9955.036564,444.0258092
6352.446179,Branch,10-03-2024 08:18,503120839,Madhyamgram,fraud,15252.40049,8899.954313
4234.903259,Branch,28-02-2024 17:18,3241518504,Phusro,legitimate,10686.71682,6451.813561
5123.930564,Mobile,11-03-2024 23:15,469340416,Mango,fraud,11595.11979,6471.189223
1409.460279,Branch,02-03-2024 11:41,6777639934,Shimoga,legitimate,10441.00426,9031.543984
9464.653976,Online,07-03-2024 19:40,8295250154,Kumbakonam,legitimate,14597.29101,5132.637032
3991.667474,Branch,27-02-2024 04:36,5670190161,Guntakal,fraud,8155.782214,4164.11474
9504.615721,Branch,13-02-2024 13:53,1905619734,Udupi,fraud,18179.29037,8674.674648
4006.303148,Mobile,08-03-2024 13:10,1733229342,Ghaziabad,legitimate,11456.26622,7449.963068
2819.567769,Mobile,06-02-2024 02:05,7951642193,Warangal,legitimate,12314.42685,9494.859083
5910.671415,Online,27-02-2024 07:25,6165295511,Thiruvananthapuram,legitimate,15317.87816,9407.206744
6463.671198,Online,01-01-2024 22:33,3311797786,Madurai,legitimate,10348.70023,3885.029029
6118.260419,Online,08-02-2024 12:34,2640440684,Gopalpur,fraud,10643.42469,4525.164272
3543.311158,Mobile,17-02-2024 14:51,5568525502,Nandyal,fraud,6177.562201,2634.251043
8323.132137,Online,03-02-2024 08:38,5585847332,Panipat,fraud,14963.54624,6640.414102
1411.99426,Online,11-03-2024 01:19,6930844839,Amroha,fraud,5120.959764,3708.965504
9863.48637,Branch,15-02-2024 00:55,5146225235,Gulbarga,fraud,17745.88277,7882.396401
8306.263194,Branch,17-01-2024 01:58,7133786476,Dindigul,fraud,9609.615725,1303.352531
4230.214844,Branch,05-03-2024 05:30,7701606632,Ambarnath,legitimate,5482.60307,1252.388227
5132.769414,Online,05-02-2024 13:18,2772453564,Dehri,fraud,7256.877691,2124.108276
914.4960103,Branch,12-03-2024 16:21,9677299923,Arrah,legitimate,1848.988676,934.4926655
8674.032506,Online,09-02-2024 05:03,1095321295,Shahjahanpur,fraud,14912.34542,6238.312916
9101.101148,Branch,08-02-2024 09:14,2061961496,Guna,legitimate,10659.89353,1558.792384
1960.41177,Mobile,09-01-2024 04:42,3296545389,Bidar,legitimate,3644.044653,1683.632883
8048.249141,Branch,11-03-2024 06:33,1450872507,Farrukhabad,fraud,8289.108556,240.8594149
2714.213648,Branch,24-02-2024 22:31,9897112596,Surat,legitimate,10556.90479,7842.691145
1155.271,Mobile,14-02-2024 03:55,2698491013,Ongole,fraud,9297.001949,8141.730949
670.7110638,Online,15-03-2024 21:20,7940434237,Haldia,legitimate,2374.732986,1704.021922
5324.24098,Online,16-03-2024 00:17,3060797864,Sagar,fraud,12745.53288,7421.291899
6996.843156,Branch,28-01-2024 11:18,9394608641,Saharanpur,fraud,11388.93988,4392.096719
2222.624182,Mobile,22-01-2024 02:37,238779748,Madhyamgram,legitimate,4694.613523,2471.989341
7896.73595,Branch,10-03-2024 14:18,676003489,Kulti,legitimate,14148.44357,6251.70762
1068.55819,Online,10-02-2024 02:12,8605528686,Gwalior,fraud,2935.550526,1866.992336
5851.408761,Mobile,19-02-2024 03:33,1278693047,Bhilwara,legitimate,13444.55648,7593.147716
8630.482359,Online,11-03-2024 21:31,3412532581,Hyderabad,legitimate,9201.873111,571.3907529
6331.046518,Branch,02-03-2024 13:22,768910202,Madurai,fraud,15926.44275,9595.396236
8860.065665,Online,13-01-2024 00:30,4523220423,Jaipur,legitimate,9671.630677,811.5650117
5825.761655,Branch,16-03-2024 08:23,2644606444,Bhatpara,legitimate,11662.30101,5836.539351
6074.581651,Branch,22-01-2024 05:30,7777766017,Jamshedpur,legitimate,15106.30512,9031.723472
9014.138766,Branch,19-02-2024 14:23,3061075355,Panchkula,fraud,9231.993008,217.8542416
613.1744113,Online,01-02-2024 08:27,2798824420,Patiala,legitimate,5648.467575,5035.293164
2265.284569,Mobile,22-01-2024 08:09,2855775518,Buxar,legitimate,5830.353515,3565.068947
2412.316875,Mobile,08-01-2024 13:00,6869689565,Ahmednagar,legitimate,8257.605558,5845.288684
5404.694076,Branch,18-01-2024 14:10,7753818738,Machilipatnam,fraud,7736.722205,2332.028129
2814.190599,Branch,27-01-2024 07:58,9586893953,Jalna,fraud,3556.69285,742.5022506
2953.026807,Branch,06-03-2024 02:45,1804031295,Vasai-Virar,legitimate,9249.763872,6296.737065
497.080995,Mobile,28-02-2024 16:57,7813518922,Motihari,fraud,4723.888466,4226.807471
9217.845759,Online,05-02-2024 12:37,7109960976,Dehri,legitimate,15480.45259,6262.606833
1599.310667,Online,06-02-2024 02:48,31473281,Dehradun,legitimate,3783.648221,2184.337554
672.6600495,Online,20-02-2024 08:09,8826170842,Sambalpur,legitimate,4126.198553,3453.538503
9408.27939,Mobile,01-02-2024 17:43,9552570583,Nashik,fraud,15068.92514,5660.645755
7192.331408,Mobile,12-03-2024 15:42,3923406089,Nellore,legitimate,13164.14791,5971.816505
4594.500121,Branch,05-02-2024 16:18,4336976838,Asansol,legitimate,8380.416718,3785.916597
769.3643796,Online,29-02-2024 10:21,6843711704,Hyderabad,fraud,3641.891115,2872.526736
9969.799232,Branch,15-03-2024 12:15,8578722205,Lucknow,legitimate,12779.43546,2809.636232
2274.385793,Mobile,31-01-2024 16:43,5622095574,Suryapet,legitimate,4103.909372,1829.523579
7751.922671,Branch,07-03-2024 00:22,2052610423,Madurai,legitimate,11073.4318,3321.509127
4527.305151,Mobile,09-03-2024 18:36,3767432724,Ongole,fraud,6601.764487,2074.459336
6956.996927,Branch,02-03-2024 17:43,762905759,Aurangabad,fraud,13331.76945,6374.772522
7542.295225,Online,02-03-2024 17:25,1124733657,Malegaon,legitimate,13276.05851,5733.763283
7004.460646,Online,16-01-2024 08:56,9210163904,Panvel,fraud,10892.09,3887.629354
9900.606301,Mobile,16-03-2024 10:36,9253072906,Munger,fraud,13226.3235,3325.717197
2809.040137,Mobile,03-02-2024 17:26,8852952203,Pallavaram,legitimate,5261.420719,2452.380582
527.4199844,Mobile,08-02-2024 07:27,1602897057,Navi Mumbai,fraud,5928.457243,5401.037259
1781.882025,Branch,02-02-2024 07:25,8252285767,Varanasi,legitimate,10979.01939,9197.137367
182.367428,Branch,14-01-2024 09:01,3188276754,Bahraich,legitimate,7070.827637,6888.460209
7297.86194,Mobile,09-02-2024 18:09,4742647029,Siliguri,legitimate,14767.56761,7469.705669
9674.553491,Online,11-02-2024 03:58,1390272952,Jamalpur,fraud,18034.89434,8360.34085
2337.687078,Branch,22-02-2024 10:44,1578763010,Mahbubnagar,legitimate,5918.873314,3581.186236
9697.181991,Branch,29-02-2024 15:35,7457321630,Mirzapur,fraud,10419.65223,722.4702429
131.8608097,Mobile,09-03-2024 04:31,9504354906,Darbhanga,fraud,6395.192963,6263.332153
8386.431951,Online,10-03-2024 14:53,2336050192,Nadiad,fraud,10354.28763,1967.855683
7998.355124,Branch,11-02-2024 10:41,8377406619,Amaravati,fraud,13731.88726,5733.532135
2583.841152,Branch,30-01-2024 11:07,8008403920,Rajahmundry,legitimate,10004.99246,7421.151308
9345.362674,Branch,27-02-2024 16:53,347557152,Panchkula,fraud,17203.38186,7858.019191
6664.167199,Online,27-02-2024 04:37,9034979719,Jalna,legitimate,9752.374489,3088.20729
6951.300475,Branch,16-03-2024 12:04,4326428509,Bhimavaram,legitimate,12124.38948,5173.089002
9760.210304,Branch,09-03-2024 13:47,7789272174,Bathinda,legitimate,16007.76476,6247.554453
2675.562131,Mobile,28-01-2024 09:11,7279857710,Rajkot,fraud,10888.42128,8212.859145
8978.205258,Mobile,15-02-2024 20:55,840218251,Thanjavur,fraud,16615.95304,7637.747785
8414.626898,Mobile,07-03-2024 08:48,5755462146,Sambhal,fraud,18295.58258,9880.955678
7050.863796,Online,11-01-2024 18:06,8872166603,Purnia,legitimate,7230.902093,180.0382976
4933.587257,Mobile,25-01-2024 03:09,4564145643,Muzaffarnagar,fraud,9364.732721,4431.145465
4496.625213,Branch,11-01-2024 11:35,8679037013,Ranchi,legitimate,7131.465628,2634.840415
9659.757127,Mobile,04-03-2024 21:59,743687032,Rourkela,fraud,10946.70166,1286.944533
6544.637325,Online,17-01-2024 17:33,1078262784,Visakhapatnam,fraud,15668.63907,9124.001749
1688.579881,Online,26-01-2024 01:46,2838757730,Bettiah,legitimate,11668.40434,9979.824454
498.5542298,Online,08-03-2024 00:19,2667677390,Motihari,legitimate,2386.456688,1887.902458
6350.615728,Branch,03-02-2024 02:16,7665357040,Shimoga,legitimate,6831.106317,480.4905887
6807.703471,Mobile,23-01-2024 04:32,4814053393,Nizamabad,legitimate,9630.742503,2823.039032
5453.858174,Branch,19-01-2024 01:59,9055998594,Satna,fraud,13818.99116,8365.132989
9558.937095,Online,12-02-2024 18:17,5493494441,Shimla,legitimate,12568.44892,3009.511824
2209.73657,Branch,29-02-2024 22:28,3989149029,Barasat,fraud,2873.061227,663.3246569
3368.543908,Mobile,18-01-2024 18:51,4276523683,Katni,legitimate,3988.216529,619.6726211
7509.005062,Online,09-01-2024 15:55,5869345926,Maheshtala,legitimate,11840.49081,4331.485743
5923.202443,Branch,07-03-2024 08:45,8982134149,North Dumdum,fraud,15248.2771,9325.074658
8511.509168,Mobile,13-03-2024 02:26,3279838744,Giridih,fraud,11442.12154,2930.612372
4445.817065,Online,29-02-2024 03:47,735255275,Kadapa,fraud,8774.678104,4328.861039
5685.894985,Branch,18-02-2024 12:10,7268924211,Chandigarh,legitimate,6795.039658,1109.144673
3100.970724,Mobile,13-03-2024 06:32,4219188599,Tadipatri,fraud,8087.341377,4986.370653
8243.745551,Branch,13-01-2024 14:12,20013843,Vasai-Virar,fraud,15239.56149,6995.815936
349.4710387,Mobile,21-01-2024 07:19,270548675,Katni,legitimate,3133.859614,2784.388576
3190.678392,Mobile,08-01-2024 07:51,8336480875,Rajkot,legitimate,6228.120346,3037.441954
1829.00714,Online,21-01-2024 23:43,1999934778,Sangli-Miraj & Kupwad,legitimate,10264.55989,8435.552752
8931.638421,Online,02-01-2024 23:13,3346701184,Miryalaguda,fraud,9134.239272,202.6008512
